user_id,total_watch_time,watch_count,search_count,avg_search_time,search_click_rate,recommend_count,risk_score,active_hour_score,intervention_score
user_00111,134.24,7,1.0,0.0,1.0,5.0,0.666762642731463,0.8,0.5334101141851705
user_00112,4.45,1,6.0,14.416666666666666,0.3333333333333333,2.0,0.8933549103749655,0.8,0.7146839282999724
user_00113,199.59,13,4.0,30.425,0.75,3.0,0.37660697302414986,0.8,0.3012855784193199
user_00115,408.41999999999996,18,4.0,10.0,0.5,6.0,0.2920828124430869,0.8,0.23366624995446955
user_00116,90.86,6,3.0,14.266666666666667,0.6666666666666666,7.0,0.6725556864238342,0.8,0.5380445491390674
user_00117,190.64,8,4.0,25.275,0.25,7.0,0.5517334945800824,0.8,0.4413867956640659
user_00118,173.9,10,2.0,11.55,0.0,10.0,0.43297008352034383,0.8,0.3463760668162751
user_00119,270.46999999999997,12,0.0,0.0,0.0,7.0,0.4194225191806845,0.8,0.33553801534454764
user_00120,28.26,1,10.0,15.02,0.8,6.0,0.9208794833347683,0.8,0.7367035866678147
user_00121,279.01,10,5.0,22.919999999999998,0.6,3.0,0.4780355388365409,0.8,0.38242843106923274
user_00122,260.59000000000003,10,1.0,27.4,0.0,5.0,0.4172494742103556,0.8,0.33379957936828447
user_00123,263.85,13,0.0,0.0,0.0,11.0,0.35776731692235,0.8,0.28621385353788
user_00125,115.1,6,1.0,27.9,1.0,9.0,0.5561552872410727,0.8,0.4449242297928582
user_00126,714.61,38,0.0,0.0,0.0,16.0,0.2846754820250656,0.8,0.2277403856200525
user_00127,297.34000000000003,12,6.0,19.8,0.6666666666666666,6.0,0.4307093237557696,0.8,0.3445674590046157
user_00128,93.29,5,2.0,8.4,0.0,4.0,0.6455746516150552,0.8,0.5164597212920442
user_00130,356.81,12,4.0,21.075,1.0,3.0,0.40605568269802866,0.8,0.32484454615842295
user_00131,305.28999999999996,13,4.0,22.1,0.0,5.0,0.3744326806948026,0.8,0.2995461445558421
user_00132,206.85,14,6.0,18.366666666666667,0.3333333333333333,5.0,0.3894140554092361,0.8,0.31153124432738893
user_00134,228.56,8,2.0,10.8,0.0,9.0,0.48443923941315603,0.8,0.38755139153052487
user_00135,530.11,20,6.0,17.933333333333334,0.3333333333333333,16.0,0.30289898808835747,0.8,0.24231919047068598
user_00136,264.25,11,1.0,40.7,0.0,6.0,0.4211027056837813,0.8,0.336882164547025
user_00137,306.68,10,1.0,19.6,1.0,4.0,0.419422769456421,0.8,0.3355382155651368
user_00138,164.3,9,0.0,0.0,0.0,7.0,0.5350289077678295,0.8,0.42802312621426364
user_00139,264.11,11,1.0,31.9,0.0,6.0,0.42022854800765636,0.8,0.3361828384061251
user_00140,205.82,6,3.0,27.3,0.6666666666666666,3.0,0.5749000863717307,0.8,0.4599200690973846
user_00141,246.65,10,3.0,14.200000000000001,0.3333333333333333,6.0,0.44824392572728355,0.8,0.35859514058182684
user_00142,101.01,8,3.0,18.866666666666664,0.3333333333333333,4.0,0.5154144916407573,0.8,0.4123315933126058
user_00143,15.43,1,1.0,5.8,1.0,6.0,0.8843856204358178,0.8,0.7075084963486543
user_00144,497.13,12,1.0,15.9,0.0,6.0,0.4194272033729034,0.8,0.33554176269832275
user_00146,24.76,1,3.0,19.133333333333336,0.0,9.0,0.9639340562097172,0.8,0.7711472449677738
user_00147,412.72,24,8.0,25.45,0.5,22.0,0.5574855727990456,0.8,0.44598845823923655
user_00148,160.12,6,5.0,4.54,0.4,5.0,0.7099449927378519,0.8,0.5679559941902815
user_00149,260.46,14,7.0,18.257142857142856,0.7142857142857143,5.0,0.37905148904526526,0.8,0.30324119123621224
user_00150,264.29,10,2.0,13.3,0.0,9.0,0.4306010119305371,0.8,0.3444808095444297
user_00152,405.75,22,7.0,15.042857142857143,1.0,8.0,0.3293366006462831,0.8,0.2634692805170265
user_00153,363.34000000000003,13,2.0,12.149999999999999,0.5,1.0,0.3675508749790966,0.8,0.2940406999832773
user_00154,291.61,12,4.0,35.675,0.75,6.0,0.41522482309309827,0.8,0.3321798584744786
user_00155,33.35,2,1.0,10.7,1.0,2.0,0.8954465618222502,0.8,0.7163572494578002
user_00156,296.28,11,5.0,18.919999999999998,0.6,9.0,0.46973534603647893,0.8,0.37578827682918314
user_00157,135.59,5,4.0,14.15,0.75,6.0,0.6525315793515231,0.8,0.5220252634812185
user_00158,205.71,9,6.0,30.21666666666667,0.16666666666666666,8.0,0.47290316151509204,0.8,0.37832252921207365
user_00159,38.71,1,6.0,22.55,0.3333333333333333,4.0,0.9160543031065598,0.8,0.7328434424852479
user_00160,221.95,9,2.0,35.6,0.5,6.0,0.4849125654497848,0.8,0.38793005235982786
user_00161,330.02,16,2.0,19.9,0.5,5.0,0.3510935794466086,0.8,0.28087486355728686
user_00162,264.12,11,0.0,0.0,0.0,0.0,0.4139030432581746,0.8,0.33112243460653973
user_00164,90.24,2,1.0,10.2,1.0,6.0,0.7762793908225382,0.8,0.6210235126580306
user_00165,264.88,14,4.0,14.175,0.5,2.0,0.3717504954772987,0.8,0.29740039638183896
user_00166,194.17,11,2.0,14.700000000000001,0.5,5.0,0.4238436905102469,0.8,0.3390749524081975
user_00167,271.65999999999997,14,3.0,6.366666666666667,0.6666666666666666,7.0,0.3326546024672094,0.8,0.2661236819737675
user_00168,0.71,1,1.0,14.8,0.0,8.0,0.659502344972973,0.8,0.5276018759783784
user_00169,151.43,8,2.0,25.65,1.0,5.0,0.5412138823939968,0.8,0.4329711059151975
user_00170,95.56,9,0.0,0.0,0.0,5.0,0.6008589241443663,0.8,0.480687139315493
user_00171,332.84000000000003,13,0.0,0.0,0.0,5.0,0.39929804430555543,0.8,0.3194384354444444
user_00172,222.68,9,2.0,17.299999999999997,0.0,6.0,0.445364662804248,0.8,0.35629173024339844
user_00173,30.78,1,2.0,28.15,0.5,5.0,0.9283314699286308,0.8,0.7426651759429047
user_00174,322.18,14,3.0,18.233333333333334,1.0,3.0,0.319088411263346,0.8,0.25527072901067677
user_00175,201.07,8,5.0,41.56,0.6,5.0,0.5608228625146813,0.8,0.44865829001174506
user_00176,204.32999999999998,11,4.0,24.65,0.0,8.0,0.4569728655733036,0.8,0.3655782924586429
user_00177,129.57999999999998,9,3.0,1.5333333333333332,0.3333333333333333,5.0,0.49053208158468037,0.8,0.3924256652677443
user_00178,4.42,1,0.0,0.0,0.0,5.0,0.9622663679223336,0.8,0.7698130943378669
user_00179,77.5,3,3.0,23.03333333333333,0.3333333333333333,5.0,0.8303358567522163,0.8,0.6642686854017731
user_00180,182.3,10,9.0,16.755555555555556,0.6666666666666666,5.0,0.3741303558161207,0.8,0.29930428465289655
user_00182,123.53,6,2.0,30.4,0.5,5.0,0.6277637073778226,0.8,0.5022109659022581
user_00183,276.07,14,2.0,9.7,1.0,8.0,0.3673992639324094,0.8,0.2939194111459275
user_00184,152.55,8,4.0,23.599999999999998,0.5,3.0,0.5592436582955885,0.8,0.44739492663647085
user_00185,515.0,15,1.0,9.7,0.0,3.0,0.28982155891492856,0.8,0.23185724713194286
user_00186,283.35,15,1.0,28.6,0.0,6.0,0.3294846479289531,0.8,0.26358771834316247
user_00187,153.58,7,1.0,23.8,0.0,5.0,0.5638299165010159,0.8,0.45106393320081273
user_00188,434.52,12,1.0,5.3,0.0,4.0,0.4513655890318223,0.8,0.36109247122545785
user_00189,40.53,6,5.0,26.380000000000003,0.6,5.0,0.7561009208335815,0.8,0.6048807366668653
user_00191,140.14,6,2.0,21.049999999999997,0.5,3.0,0.6125967102209255,0.8,0.49007736817674047
user_00192,334.47,11,0.0,0.0,0.0,7.0,0.43801553396062154,0.8,0.35041242716849724
user_00193,142.44,12,6.0,28.5,0.6666666666666666,8.0,0.43936550694807186,0.8,0.3514924055584575
user_00194,611.71,19,3.0,8.866666666666667,0.6666666666666666,0.0,0.20345506484300493,0.8,0.16276405187440396
user_00197,191.9,10,1.0,31.3,1.0,5.0,0.4344177154438279,0.8,0.34753417235506234
user_00198,258.07,11,1.0,26.4,1.0,6.0,0.39842905259329586,0.8,0.3187432420746367
user_00199,307.5,16,1.0,38.7,0.0,5.0,0.3199969306447916,0.8,0.2559975445158333
user_00200,29.06,1,3.0,24.26666666666667,1.0,6.0,0.9201587264803871,0.8,0.7361269811843097
user_00202,236.29,12,1.0,11.5,1.0,8.0,0.4225864839202837,0.8,0.33806918713622697
user_00203,564.07,28,2.0,8.3,1.0,6.0,0.3225741316805889,0.8,0.25805930534447113
user_00204,290.7,12,3.0,19.633333333333333,0.6666666666666666,8.0,0.4239869813136092,0.8,0.33918958505088737
user_00205,264.06,11,5.0,14.459999999999999,1.0,3.0,0.4741226415788802,0.8,0.37929811326310414
user_00206,324.94,13,2.0,22.65,0.0,5.0,0.36325081672770126,0.8,0.290600653382161
user_00207,377.77,11,5.0,27.139999999999997,0.8,4.0,0.45204731789625713,0.8,0.36163785431700574
user_00208,293.0,16,2.0,20.5,0.5,3.0,0.3532965758239762,0.8,0.282637260659181
user_00209,164.25,10,2.0,8.45,1.0,10.0,0.41331813755177044,0.8,0.3306545100414164
user_00210,154.84,15,2.0,5.15,0.5,6.0,0.5094713012509474,0.8,0.407577041000758
user_00211,71.09,7,7.0,26.37142857142857,0.42857142857142855,4.0,0.7209612988114248,0.8,0.5767690390491399
user_00213,223.82999999999998,11,2.0,15.399999999999999,0.5,6.0,0.42531495220667687,0.8,0.3402519617653415
user_00214,196.1,12,3.0,21.833333333333332,0.6666666666666666,11.0,0.38843660366514254,0.8,0.31074928293211407
user_00215,131.34,6,1.0,18.0,0.0,5.0,0.5705338512643702,0.8,0.45642708101149615
user_00216,81.99,1,2.0,21.45,0.0,6.0,0.7901893071184973,0.8,0.6321514456947979
user_00217,47.23,1,5.0,16.78,0.6,1.0,0.8402369433007074,0.8,0.672189554640566
user_00218,151.9,7,2.0,11.3,0.0,6.0,0.5428770827851163,0.8,0.434301666228093
user_00219,220.2,6,2.0,20.3,0.0,8.0,0.5808644394147667,0.8,0.4646915515318134
user_00220,171.6,8,3.0,31.666666666666668,0.3333333333333333,9.0,0.5234114520462854,0.8,0.41872916163702834
user_00221,217.97,9,3.0,21.933333333333334,0.6666666666666666,6.0,0.4647096230822323,0.8,0.37176769846578583
user_00222,238.39,9,6.0,26.983333333333334,0.5,4.0,0.44240126222555837,0.8,0.3539210097804467
user_00223,269.59000000000003,8,4.0,22.1,0.5,8.0,0.5426164185770044,0.8,0.4340931348616035
user_00224,0.73,1,3.0,18.533333333333335,0.3333333333333333,6.0,0.9170923616563872,0.8,0.7336738893251098
user_00225,340.02,15,2.0,19.55,0.5,7.0,0.3450514371529676,0.8,0.2760411497223741
user_00226,19.84,1,1.0,30.0,1.0,5.0,0.9273007590676311,0.8,0.741840607254105
user_00227,194.8,10,2.0,13.1,0.5,6.0,0.4220669159335431,0.8,0.3376535327468345
user_00228,325.02,20,1.0,29.8,0.0,7.0,0.2840096346441052,0.8,0.2272077077152842
user_00229,328.45,14,1.0,2.7,1.0,4.0,0.4053497677139095,0.8,0.3242798141711276
user_00230,299.24,14,3.0,15.966666666666667,0.6666666666666666,5.0,0.3715493082907646,0.8,0.2972394466326117
user_00231,461.8,16,5.0,16.2,0.4,18.0,0.3278315976095907,0.8,0.2622652780876726
user_00232,225.05,14,4.0,17.049999999999997,0.5,4.0,0.37632727659902576,0.8,0.30106182127922065
user_00233,36.1,3,2.0,7.8500000000000005,0.0,9.0,0.8508236502825329,0.8,0.6806589202260264
user_00234,287.6,13,3.0,19.666666666666668,0.3333333333333333,2.0,0.3650801411294623,0.8,0.2920641129035699
user_00235,246.76,12,1.0,6.3,0.0,11.0,0.3953759247807821,0.8,0.3163007398246257
user_00236,333.12,14,3.0,15.633333333333335,0.6666666666666666,8.0,0.3451759727190079,0.8,0.2761407781752063
user_00237,467.37,14,5.0,22.2,0.2,1.0,0.30676208689479734,0.8,0.24540966951583787
user_00238,245.14,12,3.0,20.033333333333335,0.3333333333333333,4.0,0.40256812945306547,0.8,0.3220545035624524
user_00239,269.11,14,5.0,8.559999999999999,0.2,1.0,0.3327689332916765,0.8,0.2662151466333412
user_00240,587.89,17,3.0,27.099999999999998,0.6666666666666666,5.0,0.27938172553456747,0.8,0.223505380427654
user_00241,156.57999999999998,8,1.0,34.7,1.0,6.0,0.5101233153618678,0.8,0.40809865228949427
user_00242,415.96999999999997,13,2.0,5.4,1.0,3.0,0.4715471610308481,0.8,0.3772377288246785
user_00243,193.76,12,3.0,20.433333333333334,0.3333333333333333,6.0,0.38915286825186785,0.8,0.3113222946014943
user_00244,301.35,11,6.0,10.933333333333332,0.6666666666666666,4.0,0.47632630712934115,0.8,0.38106104570347293
user_00246,331.4,9,3.0,13.9,0.3333333333333333,2.0,0.4341039849675743,0.8,0.34728318797405944
user_00247,39.23,2,5.0,29.18,0.2,7.0,0.8200425291428057,0.8,0.6560340233142447
user_00248,663.31,22,6.0,11.299999999999999,0.6666666666666666,2.0,0.255282247332776,0.8,0.2042257978662208
user_00249,24.89,1,2.0,7.35,1.0,7.0,0.9012763437253514,0.8,0.7210210749802811
user_00250,347.59,14,5.0,16.54,0.4,9.0,0.338172907844604,0.8,0.27053832627568325
user_00251,263.53,11,1.0,15.9,0.0,5.0,0.4181151535869511,0.8,0.3344921228695609
user_00252,150.91,4,6.0,23.599999999999998,0.5,10.0,0.736198817774244,0.8,0.5889590542193952
user_00253,277.35,13,1.0,3.0,1.0,6.0,0.3973697234457025,0.8,0.317895778756562
user_00257,335.29,14,4.0,16.95,0.5,3.0,0.3362166823370235,0.8,0.2689733458696188
user_00258,377.67,16,4.0,13.525,0.5,9.0,0.32201481470506044,0.8,0.2576118517640484
user_00259,459.02,19,5.0,24.740000000000002,0.8,5.0,0.2915064277760571,0.8,0.2332051422208457
user_00260,422.53,15,3.0,14.4,0.3333333333333333,12.0,0.3218291779787929,0.8,0.2574633423830343
user_00261,327.55,15,3.0,23.166666666666668,0.0,4.0,0.3461386080353941,0.8,0.2769108864283153
user_00262,219.76999999999998,9,1.0,20.1,1.0,3.0,0.4532591765787579,0.8,0.36260734126300637
user_00263,117.46000000000001,7,1.0,11.8,1.0,5.0,0.5977447936275254,0.8,0.47819583490202033
user_00264,581.02,11,1.0,43.6,0.0,8.0,0.49351835725099297,0.8,0.3948146858007944
user_00265,313.04,12,4.0,17.725,0.5,5.0,0.42201519570877577,0.8,0.33761215656702065
user_00268,447.78999999999996,13,2.0,11.0,0.0,8.0,0.36684843815594825,0.8,0.29347875052475864
user_00269,168.66,12,1.0,31.4,1.0,10.0,0.4383069991436809,0.8,0.3506455993149447
user_00270,302.54,15,3.0,28.96666666666667,0.3333333333333333,6.0,0.34117012487244375,0.8,0.27293609989795503
user_00271,71.74,9,0.0,0.0,0.0,4.0,0.5918517984364664,0.8,0.47348143874917314
user_00273,271.72,12,4.0,11.85,0.5,11.0,0.3824770419497714,0.8,0.3059816335598171
user_00274,207.85999999999999,5,0.0,0.0,0.0,2.0,0.7599690392304811,0.8,0.6079752313843849
user_00275,38.99,2,4.0,18.925,0.25,4.0,0.9146959747765108,0.8,0.7317567798212087
user_00276,283.37,13,2.0,18.45,0.5,5.0,0.36645765814188297,0.8,0.2931661265135064
user_00277,442.25,19,1.0,44.1,0.0,3.0,0.24774499192205435,0.8,0.1981959935376435
user_00278,286.74,14,2.0,18.2,0.5,6.0,0.35668344852760403,0.8,0.2853467588220832
user_00279,211.93,7,4.0,9.225,0.5,7.0,0.4976799880806502,0.8,0.3981439904645202
user_00280,1.82,1,1.0,2.2,0.0,6.0,0.9445388754825831,0.8,0.7556311003860665
user_00281,213.26,11,3.0,23.0,0.6666666666666666,5.0,0.4311279874366559,0.8,0.34490238994932476
user_00282,6.45,1,5.0,15.52,0.2,3.0,0.9371112282157016,0.8,0.7496889825725613
user_00283,316.56,11,2.0,16.55,0.0,2.0,0.4229487023430958,0.8,0.33835896187447667
user_00284,190.43,7,5.0,38.019999999999996,0.6,7.0,0.615782863441152,0.8,0.4926262907529216
user_00285,197.93,13,3.0,14.1,0.3333333333333333,8.0,0.38517479737727656,0.8,0.30813983790182126
user_00286,362.23,12,2.0,5.35,0.0,7.0,0.47551786533763746,0.8,0.38041429227011
user_00288,241.73000000000002,11,3.0,12.166666666666666,0.3333333333333333,11.0,0.38373691844323576,0.8,0.3069895347545886
user_00289,299.74,9,1.0,38.1,0.0,11.0,0.4298419128520062,0.8,0.34387353028160494
user_00290,254.37,16,3.0,10.433333333333334,0.3333333333333333,5.0,0.3638892825780395,0.8,0.2911114260624316
user_00291,231.48000000000002,13,3.0,12.333333333333334,0.3333333333333333,5.0,0.3710501319097583,0.8,0.29684010552780665
user_00292,139.29999999999998,8,2.0,9.6,0.0,5.0,0.5327462184442221,0.8,0.4261969747553777
user_00293,23.42,1,1.0,53.3,1.0,5.0,0.9271790538085577,0.8,0.7417432430468462
user_00294,28.47,2,2.0,18.25,0.5,2.0,0.9322435704909826,0.8,0.7457948563927861
user_00296,174.87,8,2.0,11.649999999999999,0.5,2.0,0.5195947484461225,0.8,0.41567579875689803
user_00297,263.75,11,2.0,21.1,1.0,2.0,0.4338817801409431,0.8,0.34710542411275447
user_00299,337.03,9,0.0,0.0,0.0,7.0,0.4541364466280226,0.8,0.3633091573024181
user_00300,320.7,12,3.0,17.733333333333334,0.6666666666666666,7.0,0.4038230110415802,0.8,0.3230584088332642
user_00301,58.8,1,3.0,25.333333333333332,0.6666666666666666,8.0,0.853093386470683,0.8,0.6824747091765464
user_00302,30.95,2,2.0,25.700000000000003,0.5,10.0,0.8881677279612237,0.8,0.710534182368979
user_00303,167.68,12,2.0,28.2,0.0,5.0,0.4211586207578169,0.8,0.3369268966062535
user_00304,333.55,16,5.0,13.7,0.4,4.0,0.3482961192010988,0.8,0.27863689536087904
user_00305,165.0,6,3.0,7.6000000000000005,0.6666666666666666,8.0,0.6119969018156672,0.8,0.4895975214525338
user_00306,168.61,7,2.0,19.45,0.0,8.0,0.5639906219512547,0.8,0.45119249756100377
user_00307,2.05,1,2.0,42.349999999999994,0.0,3.0,0.9724164954906572,0.8,0.7779331963925258
user_00309,315.14,15,2.0,29.45,0.5,5.0,0.33591341967116795,0.8,0.26873073573693435
user_00310,253.75,9,4.0,29.400000000000002,0.5,6.0,0.45912087393833123,0.8,0.367296699150665
