user_id,total_watch_time,watch_count,search_count,avg_search_time,search_click_rate,recommend_count
user_00060,118.96000000000001,9,5.0,31.620000000000005,0.4,6.0
user_00061,150.56,9,2.0,31.75,1.0,6.0
user_00062,355.74,16,4.0,22.85,0.75,4.0
user_00063,170.89,6,5.0,22.82,0.6,2.0
user_00064,386.0,16,4.0,6.425000000000001,0.5,4.0
user_00065,291.15,9,2.0,37.849999999999994,1.0,6.0
user_00066,252.24,12,6.0,9.450000000000001,0.8333333333333334,10.0
user_00068,341.25,11,5.0,23.220000000000002,0.4,4.0
user_00070,371.91,16,0.0,0.0,0.0,4.0
user_00073,289.49,9,3.0,24.73333333333333,0.6666666666666666,6.0
user_00074,324.96,15,3.0,13.033333333333333,0.0,5.0
user_00075,99.29,5,1.0,12.2,1.0,6.0
user_00076,247.47,11,2.0,20.5,0.5,5.0
user_00078,109.34,6,1.0,31.6,1.0,6.0
user_00079,340.67,13,1.0,29.4,1.0,2.0
user_00080,99.6,3,2.0,16.1,0.5,3.0
user_00081,204.31,10,1.0,10.9,0.0,3.0
user_00082,231.31,12,1.0,6.2,0.0,13.0
user_00083,12.71,1,3.0,15.866666666666667,0.3333333333333333,3.0
user_00084,213.41,9,0.0,0.0,0.0,9.0
user_00085,153.12,13,3.0,22.933333333333334,0.0,6.0
user_00086,267.46,12,2.0,8.899999999999999,0.0,4.0
user_00087,128.43,11,3.0,26.5,0.6666666666666666,3.0
user_00088,325.55,12,2.0,18.35,0.5,3.0
user_00089,251.53,10,5.0,14.02,0.4,7.0
user_00090,252.97,12,2.0,38.85,1.0,5.0
user_00092,298.72999999999996,12,2.0,21.1,0.5,1.0
user_00094,146.87,11,3.0,20.033333333333335,0.0,9.0
user_00095,4.25,1,0.0,0.0,0.0,2.0
user_00096,216.7,13,2.0,14.3,0.0,2.0
user_00097,257.34999999999997,11,1.0,6.8,0.0,7.0
user_00099,404.06,16,2.0,23.25,0.5,6.0
user_00100,446.74,13,0.0,0.0,0.0,4.0
user_00101,238.66,14,6.0,25.03333333333333,0.6666666666666666,5.0
user_00102,56.47,2,3.0,43.666666666666664,0.6666666666666666,4.0
user_00103,186.11,11,1.0,7.3,1.0,8.0
user_00104,274.47,12,1.0,21.3,0.0,8.0
user_00105,338.5,15,4.0,23.5,0.75,2.0
user_00106,282.8,11,2.0,19.9,0.5,6.0
user_00108,342.11,15,1.0,2.4,0.0,6.0
user_00109,309.95,13,3.0,21.833333333333332,0.6666666666666666,2.0
user_00111,134.24,7,1.0,0.0,1.0,5.0
user_00112,4.45,1,6.0,14.416666666666666,0.3333333333333333,2.0
user_00113,199.59,13,4.0,30.425,0.75,3.0
user_00115,408.41999999999996,18,4.0,10.0,0.5,6.0
user_00116,90.86,6,3.0,14.266666666666667,0.6666666666666666,7.0
user_00117,190.64,8,4.0,25.275,0.25,7.0
user_00118,173.9,10,2.0,11.55,0.0,10.0
user_00119,270.46999999999997,12,0.0,0.0,0.0,7.0
user_00120,28.26,1,10.0,15.02,0.8,6.0
user_00121,279.01,10,5.0,22.919999999999998,0.6,3.0
user_00122,260.59000000000003,10,1.0,27.4,0.0,5.0
user_00123,263.85,13,0.0,0.0,0.0,11.0
user_00125,115.1,6,1.0,27.9,1.0,9.0
user_00126,714.61,38,0.0,0.0,0.0,16.0
user_00127,297.34000000000003,12,6.0,19.8,0.6666666666666666,6.0
user_00128,93.29,5,2.0,8.4,0.0,4.0
user_00130,356.81,12,4.0,21.075,1.0,3.0
user_00131,305.28999999999996,13,4.0,22.1,0.0,5.0
user_00132,206.85,14,6.0,18.366666666666667,0.3333333333333333,5.0
user_00134,228.56,8,2.0,10.8,0.0,9.0
user_00135,530.11,20,6.0,17.933333333333334,0.3333333333333333,16.0
user_00136,264.25,11,1.0,40.7,0.0,6.0
user_00137,306.68,10,1.0,19.6,1.0,4.0
user_00138,164.3,9,0.0,0.0,0.0,7.0
user_00139,264.11,11,1.0,31.9,0.0,6.0
user_00140,205.82,6,3.0,27.3,0.6666666666666666,3.0
user_00141,246.65,10,3.0,14.200000000000001,0.3333333333333333,6.0
user_00142,101.01,8,3.0,18.866666666666664,0.3333333333333333,4.0
user_00143,15.43,1,1.0,5.8,1.0,6.0
user_00144,497.13,12,1.0,15.9,0.0,6.0
user_00146,24.76,1,3.0,19.133333333333336,0.0,9.0
user_00147,412.72,24,8.0,25.45,0.5,22.0
user_00148,160.12,6,5.0,4.54,0.4,5.0
user_00149,260.46,14,7.0,18.257142857142856,0.7142857142857143,5.0
user_00150,264.29,10,2.0,13.3,0.0,9.0
user_00152,405.75,22,7.0,15.042857142857143,1.0,8.0
user_00153,363.34000000000003,13,2.0,12.149999999999999,0.5,1.0
user_00154,291.61,12,4.0,35.675,0.75,6.0
user_00155,33.35,2,1.0,10.7,1.0,2.0
user_00156,296.28,11,5.0,18.919999999999998,0.6,9.0
user_00157,135.59,5,4.0,14.15,0.75,6.0
user_00158,205.71,9,6.0,30.21666666666667,0.16666666666666666,8.0
user_00159,38.71,1,6.0,22.55,0.3333333333333333,4.0
user_00160,221.95,9,2.0,35.6,0.5,6.0
user_00161,330.02,16,2.0,19.9,0.5,5.0
user_00162,264.12,11,0.0,0.0,0.0,0.0
user_00164,90.24,2,1.0,10.2,1.0,6.0
user_00165,264.88,14,4.0,14.175,0.5,2.0
user_00166,194.17,11,2.0,14.700000000000001,0.5,5.0
user_00167,271.65999999999997,14,3.0,6.366666666666667,0.6666666666666666,7.0
user_00168,0.71,1,1.0,14.8,0.0,8.0
user_00169,151.43,8,2.0,25.65,1.0,5.0
user_00170,95.56,9,0.0,0.0,0.0,5.0
user_00171,332.84000000000003,13,0.0,0.0,0.0,5.0
user_00172,222.68,9,2.0,17.299999999999997,0.0,6.0
user_00173,30.78,1,2.0,28.15,0.5,5.0
user_00174,322.18,14,3.0,18.233333333333334,1.0,3.0
user_00175,201.07,8,5.0,41.56,0.6,5.0
user_00176,204.32999999999998,11,4.0,24.65,0.0,8.0
user_00177,129.57999999999998,9,3.0,1.5333333333333332,0.3333333333333333,5.0
user_00178,4.42,1,0.0,0.0,0.0,5.0
user_00179,77.5,3,3.0,23.03333333333333,0.3333333333333333,5.0
user_00180,182.3,10,9.0,16.755555555555556,0.6666666666666666,5.0
user_00182,123.53,6,2.0,30.4,0.5,5.0
user_00183,276.07,14,2.0,9.7,1.0,8.0
user_00184,152.55,8,4.0,23.599999999999998,0.5,3.0
user_00185,515.0,15,1.0,9.7,0.0,3.0
user_00186,283.35,15,1.0,28.6,0.0,6.0
user_00187,153.58,7,1.0,23.8,0.0,5.0
user_00188,434.52,12,1.0,5.3,0.0,4.0
user_00189,40.53,6,5.0,26.380000000000003,0.6,5.0
user_00191,140.14,6,2.0,21.049999999999997,0.5,3.0
user_00192,334.47,11,0.0,0.0,0.0,7.0
user_00193,142.44,12,6.0,28.5,0.6666666666666666,8.0
user_00194,611.71,19,3.0,8.866666666666667,0.6666666666666666,0.0
user_00197,191.9,10,1.0,31.3,1.0,5.0
user_00198,258.07,11,1.0,26.4,1.0,6.0
user_00199,307.5,16,1.0,38.7,0.0,5.0
user_00200,29.06,1,3.0,24.26666666666667,1.0,6.0
user_00202,236.29,12,1.0,11.5,1.0,8.0
user_00203,564.07,28,2.0,8.3,1.0,6.0
user_00204,290.7,12,3.0,19.633333333333333,0.6666666666666666,8.0
user_00205,264.06,11,5.0,14.459999999999999,1.0,3.0
user_00206,324.94,13,2.0,22.65,0.0,5.0
user_00207,377.77,11,5.0,27.139999999999997,0.8,4.0
user_00208,293.0,16,2.0,20.5,0.5,3.0
user_00209,164.25,10,2.0,8.45,1.0,10.0
user_00210,154.84,15,2.0,5.15,0.5,6.0
user_00211,71.09,7,7.0,26.37142857142857,0.42857142857142855,4.0
user_00213,223.82999999999998,11,2.0,15.399999999999999,0.5,6.0
user_00214,196.1,12,3.0,21.833333333333332,0.6666666666666666,11.0
user_00215,131.34,6,1.0,18.0,0.0,5.0
user_00216,81.99,1,2.0,21.45,0.0,6.0
user_00217,47.23,1,5.0,16.78,0.6,1.0
user_00218,151.9,7,2.0,11.3,0.0,6.0
user_00219,220.2,6,2.0,20.3,0.0,8.0
user_00220,171.6,8,3.0,31.666666666666668,0.3333333333333333,9.0
user_00221,217.97,9,3.0,21.933333333333334,0.6666666666666666,6.0
user_00222,238.39,9,6.0,26.983333333333334,0.5,4.0
user_00223,269.59000000000003,8,4.0,22.1,0.5,8.0
user_00224,0.73,1,3.0,18.533333333333335,0.3333333333333333,6.0
user_00225,340.02,15,2.0,19.55,0.5,7.0
user_00226,19.84,1,1.0,30.0,1.0,5.0
user_00227,194.8,10,2.0,13.1,0.5,6.0
user_00228,325.02,20,1.0,29.8,0.0,7.0
user_00229,328.45,14,1.0,2.7,1.0,4.0
user_00230,299.24,14,3.0,15.966666666666667,0.6666666666666666,5.0
user_00231,461.8,16,5.0,16.2,0.4,18.0
user_00232,225.05,14,4.0,17.049999999999997,0.5,4.0
user_00233,36.1,3,2.0,7.8500000000000005,0.0,9.0
user_00234,287.6,13,3.0,19.666666666666668,0.3333333333333333,2.0
user_00235,246.76,12,1.0,6.3,0.0,11.0
user_00236,333.12,14,3.0,15.633333333333335,0.6666666666666666,8.0
user_00237,467.37,14,5.0,22.2,0.2,1.0
user_00238,245.14,12,3.0,20.033333333333335,0.3333333333333333,4.0
user_00239,269.11,14,5.0,8.559999999999999,0.2,1.0
user_00240,587.89,17,3.0,27.099999999999998,0.6666666666666666,5.0
user_00241,156.57999999999998,8,1.0,34.7,1.0,6.0
user_00242,415.96999999999997,13,2.0,5.4,1.0,3.0
user_00243,193.76,12,3.0,20.433333333333334,0.3333333333333333,6.0
user_00244,301.35,11,6.0,10.933333333333332,0.6666666666666666,4.0
user_00246,331.4,9,3.0,13.9,0.3333333333333333,2.0
user_00247,39.23,2,5.0,29.18,0.2,7.0
user_00248,663.31,22,6.0,11.299999999999999,0.6666666666666666,2.0
user_00249,24.89,1,2.0,7.35,1.0,7.0
user_00250,347.59,14,5.0,16.54,0.4,9.0
user_00251,263.53,11,1.0,15.9,0.0,5.0
user_00252,150.91,4,6.0,23.599999999999998,0.5,10.0
user_00253,277.35,13,1.0,3.0,1.0,6.0
user_00257,335.29,14,4.0,16.95,0.5,3.0
user_00258,377.67,16,4.0,13.525,0.5,9.0
user_00259,459.02,19,5.0,24.740000000000002,0.8,5.0
user_00260,422.53,15,3.0,14.4,0.3333333333333333,12.0
user_00261,327.55,15,3.0,23.166666666666668,0.0,4.0
user_00262,219.76999999999998,9,1.0,20.1,1.0,3.0
user_00263,117.46000000000001,7,1.0,11.8,1.0,5.0
user_00264,581.02,11,1.0,43.6,0.0,8.0
user_00265,313.04,12,4.0,17.725,0.5,5.0
user_00268,447.78999999999996,13,2.0,11.0,0.0,8.0
user_00269,168.66,12,1.0,31.4,1.0,10.0
user_00270,302.54,15,3.0,28.96666666666667,0.3333333333333333,6.0
user_00271,71.74,9,0.0,0.0,0.0,4.0
user_00273,271.72,12,4.0,11.85,0.5,11.0
user_00274,207.85999999999999,5,0.0,0.0,0.0,2.0
user_00275,38.99,2,4.0,18.925,0.25,4.0
user_00276,283.37,13,2.0,18.45,0.5,5.0
user_00277,442.25,19,1.0,44.1,0.0,3.0
user_00278,286.74,14,2.0,18.2,0.5,6.0
user_00279,211.93,7,4.0,9.225,0.5,7.0
user_00280,1.82,1,1.0,2.2,0.0,6.0
user_00281,213.26,11,3.0,23.0,0.6666666666666666,5.0
user_00282,6.45,1,5.0,15.52,0.2,3.0
user_00283,316.56,11,2.0,16.55,0.0,2.0
user_00284,190.43,7,5.0,38.019999999999996,0.6,7.0
user_00285,197.93,13,3.0,14.1,0.3333333333333333,8.0
user_00286,362.23,12,2.0,5.35,0.0,7.0
user_00288,241.73000000000002,11,3.0,12.166666666666666,0.3333333333333333,11.0
user_00289,299.74,9,1.0,38.1,0.0,11.0
user_00290,254.37,16,3.0,10.433333333333334,0.3333333333333333,5.0
user_00291,231.48000000000002,13,3.0,12.333333333333334,0.3333333333333333,5.0
user_00292,139.29999999999998,8,2.0,9.6,0.0,5.0
user_00293,23.42,1,1.0,53.3,1.0,5.0
user_00294,28.47,2,2.0,18.25,0.5,2.0
user_00296,174.87,8,2.0,11.649999999999999,0.5,2.0
user_00297,263.75,11,2.0,21.1,1.0,2.0
user_00299,337.03,9,0.0,0.0,0.0,7.0
user_00300,320.7,12,3.0,17.733333333333334,0.6666666666666666,7.0
user_00301,58.8,1,3.0,25.333333333333332,0.6666666666666666,8.0
user_00302,30.95,2,2.0,25.700000000000003,0.5,10.0
user_00303,167.68,12,2.0,28.2,0.0,5.0
user_00304,333.55,16,5.0,13.7,0.4,4.0
user_00305,165.0,6,3.0,7.6000000000000005,0.6666666666666666,8.0
user_00306,168.61,7,2.0,19.45,0.0,8.0
user_00307,2.05,1,2.0,42.349999999999994,0.0,3.0
user_00309,315.14,15,2.0,29.45,0.5,5.0
user_00310,253.75,9,4.0,29.400000000000002,0.5,6.0
user_00311,176.15,8,0.0,0.0,0.0,6.0
user_00312,143.25,6,1.0,24.2,1.0,4.0
user_00313,267.99,12,5.0,15.1,0.2,7.0
user_00314,244.39999999999998,10,5.0,33.379999999999995,0.8,8.0
user_00316,365.19,11,6.0,12.25,0.3333333333333333,4.0
user_00317,322.42,18,0.0,0.0,0.0,5.0
user_00318,313.47,16,4.0,10.8,1.0,8.0
user_00319,582.6700000000001,14,1.0,9.3,1.0,6.0
user_00320,67.7,4,2.0,4.6,0.5,4.0
user_00321,110.17,6,1.0,14.5,1.0,4.0
user_00323,303.62,14,10.0,23.8,0.4,8.0
user_00324,184.61,5,3.0,13.0,0.6666666666666666,3.0
user_00325,224.07999999999998,9,4.0,13.950000000000001,0.75,4.0
user_00326,309.19,12,3.0,7.5,1.0,4.0
user_00327,163.07999999999998,8,9.0,14.177777777777777,0.4444444444444444,9.0
user_00328,102.81,6,4.0,12.825,0.75,3.0
user_00331,246.26999999999998,9,1.0,51.8,1.0,3.0
user_00332,456.16,14,3.0,5.8999999999999995,0.3333333333333333,7.0
user_00333,188.10000000000002,7,1.0,6.0,0.0,4.0
user_00334,127.28999999999999,12,2.0,19.3,1.0,6.0
user_00335,207.09,8,3.0,11.566666666666668,1.0,5.0
user_00336,84.74,7,6.0,12.733333333333334,0.6666666666666666,5.0
user_00337,290.39,13,0.0,0.0,0.0,6.0
user_00338,234.16000000000003,13,3.0,19.966666666666665,0.0,5.0
user_00339,2.42,1,3.0,18.466666666666665,0.6666666666666666,4.0
user_00340,189.95,11,3.0,34.43333333333333,0.3333333333333333,5.0
user_00342,62.800000000000004,2,2.0,9.65,0.5,8.0
user_00343,145.52,6,4.0,17.15,0.5,4.0
user_00344,257.46,10,3.0,14.233333333333334,0.6666666666666666,2.0
user_00345,248.32,12,1.0,29.6,1.0,3.0
user_00347,91.78999999999999,9,4.0,14.625,0.5,4.0
user_00348,166.85,7,2.0,16.55,1.0,12.0
user_00349,1.39,1,1.0,40.7,0.0,5.0
user_00350,208.95,10,0.0,0.0,0.0,2.0
user_00351,372.49,13,3.0,25.733333333333334,0.3333333333333333,4.0
user_00352,183.17000000000002,7,4.0,21.5,0.75,6.0
user_00353,477.99,13,2.0,31.75,0.5,8.0
user_00355,327.71,14,3.0,21.96666666666667,0.3333333333333333,6.0
user_00357,388.99,15,0.0,0.0,0.0,4.0
user_00358,349.25,13,1.0,24.5,1.0,4.0
user_00359,168.32999999999998,10,2.0,16.450000000000003,0.0,11.0
user_00360,139.8,7,3.0,19.733333333333334,1.0,10.0
user_00361,49.269999999999996,3,3.0,11.266666666666666,0.3333333333333333,7.0
user_00365,14.49,1,5.0,15.8,0.2,7.0
user_00366,141.44,7,4.0,28.6,0.75,6.0
user_00367,153.65,6,0.0,0.0,0.0,7.0
user_00369,1064.25,36,8.0,15.774999999999999,0.5,12.0
user_00370,179.7,11,2.0,26.1,0.0,5.0
user_00371,225.11,12,3.0,37.63333333333333,0.3333333333333333,9.0
user_00373,9.56,1,3.0,13.1,0.6666666666666666,4.0
user_00374,46.97,1,4.0,20.0,0.75,7.0
user_00375,19.76,1,3.0,40.26666666666667,0.3333333333333333,7.0
user_00376,306.25,14,2.0,12.0,1.0,5.0
user_00377,424.61,18,1.0,12.0,0.0,3.0
user_00378,213.03,11,1.0,31.1,0.0,4.0
user_00379,51.99,1,2.0,7.0,0.0,8.0
user_00381,252.68,7,5.0,23.5,0.2,9.0
user_00382,141.31,7,0.0,0.0,0.0,9.0
user_00383,296.85,13,0.0,0.0,0.0,2.0
user_00384,50.9,1,6.0,18.7,0.0,8.0
user_00385,15.17,1,4.0,15.925,0.25,8.0
user_00386,133.07999999999998,8,1.0,38.9,0.0,4.0
user_00387,59.17,1,2.0,7.4,0.0,9.0
user_00389,29.2,1,1.0,4.5,0.0,8.0
user_00390,272.82,14,4.0,18.525000000000002,0.75,6.0
user_00391,175.35,14,2.0,10.9,0.5,8.0
user_00392,2.62,1,4.0,24.7,0.5,7.0
user_00393,448.90999999999997,16,3.0,23.3,0.6666666666666666,4.0
user_00394,303.53000000000003,15,2.0,24.25,1.0,5.0
user_00395,261.86,10,3.0,17.966666666666665,0.3333333333333333,7.0
user_00396,287.37,12,5.0,25.22,0.4,5.0
user_00397,182.82,9,2.0,4.85,0.5,3.0
user_00398,162.57,10,4.0,10.774999999999999,0.0,5.0
user_00399,239.32,12,2.0,31.35,0.0,6.0
user_00402,14.16,1,3.0,21.7,0.3333333333333333,3.0
user_00403,66.7,2,2.0,40.25,0.5,5.0
user_00404,230.28,12,2.0,17.6,0.0,10.0
user_00405,253.79,13,2.0,19.65,0.5,6.0
user_00406,224.81,9,2.0,7.05,0.5,4.0
user_00407,214.68,9,5.0,26.860000000000003,1.0,4.0
user_00409,253.21,10,3.0,33.766666666666666,0.3333333333333333,14.0
user_00410,140.78,9,3.0,31.900000000000002,0.3333333333333333,6.0
user_00411,190.67,10,1.0,8.3,1.0,7.0
user_00412,241.70000000000002,9,3.0,14.233333333333334,0.6666666666666666,9.0
user_00413,143.6,10,5.0,22.46,0.6,5.0
user_00414,45.23,1,2.0,16.55,0.5,9.0
user_00415,275.96,15,3.0,31.866666666666664,0.3333333333333333,9.0
user_00416,239.51,11,2.0,24.3,1.0,5.0
user_00417,222.78,10,1.0,0.0,1.0,8.0
user_00419,271.39,10,2.0,28.450000000000003,0.5,10.0
user_00420,372.51,14,3.0,23.666666666666668,0.6666666666666666,6.0
user_00421,402.11,10,1.0,24.7,0.0,7.0
user_00422,330.44,12,4.0,15.025,0.25,4.0
user_00423,117.42,7,1.0,25.2,0.0,4.0
user_00426,183.97,9,3.0,16.7,0.6666666666666666,9.0
user_00427,4.16,1,5.0,38.620000000000005,0.8,5.0
user_00428,155.96,8,1.0,9.4,0.0,5.0
user_00429,187.62,7,3.0,20.566666666666666,0.6666666666666666,3.0
user_00430,206.94,13,4.0,34.175,0.5,5.0
user_00431,192.15,5,2.0,18.1,0.0,5.0
user_00433,265.84999999999997,12,2.0,3.85,0.5,12.0
user_00436,4.4,1,1.0,7.0,0.0,4.0
user_00437,319.84,12,2.0,11.05,0.5,8.0
user_00439,196.41,6,3.0,18.933333333333334,0.3333333333333333,5.0
user_00440,5.7,1,7.0,25.857142857142858,0.2857142857142857,3.0
user_00441,394.96999999999997,15,3.0,18.2,0.3333333333333333,7.0
user_00442,281.56,18,4.0,11.7,0.5,6.0
user_00443,140.94,8,4.0,29.0,0.25,6.0
user_00444,187.42000000000002,11,1.0,12.1,0.0,5.0
user_00445,123.36,7,2.0,22.2,0.5,3.0
user_00446,143.73,6,3.0,11.733333333333334,1.0,3.0
user_00448,144.46,8,2.0,13.8,0.0,3.0
user_00449,259.98,16,3.0,23.366666666666664,0.3333333333333333,8.0
user_00450,385.12,18,1.0,11.9,0.0,9.0
user_00451,253.2,11,3.0,11.133333333333335,0.3333333333333333,4.0
user_00452,182.74,6,3.0,4.433333333333334,0.0,3.0
user_00453,342.12,16,1.0,3.9,0.0,6.0
user_00454,98.57,8,1.0,9.3,1.0,9.0
user_00455,24.12,1,3.0,17.666666666666668,0.3333333333333333,2.0
user_00456,267.73,13,4.0,21.125,0.75,3.0
user_00457,269.11,12,3.0,15.033333333333331,0.3333333333333333,9.0
user_00458,78.03,4,6.0,19.183333333333334,0.6666666666666666,12.0
user_00460,152.32,9,3.0,7.033333333333334,0.6666666666666666,5.0
user_00461,192.32,9,1.0,9.0,0.0,3.0
user_00462,425.52,14,5.0,12.6,0.6,4.0
user_00463,4.93,1,1.0,37.2,0.0,7.0
user_00464,219.20999999999998,10,0.0,0.0,0.0,11.0
user_00465,118.86,9,4.0,8.025,0.5,3.0
user_00466,140.96,8,4.0,26.1,0.75,6.0
user_00467,204.19,11,1.0,27.6,0.0,7.0
user_00468,182.01,9,1.0,5.3,0.0,3.0
user_00469,350.39,11,4.0,21.225,0.0,1.0
user_00471,221.14,7,2.0,25.15,0.0,6.0
user_00472,310.4,17,3.0,22.7,0.6666666666666666,6.0
user_00473,274.03999999999996,13,3.0,24.599999999999998,1.0,6.0
user_00474,298.85,14,3.0,16.466666666666665,0.3333333333333333,5.0
user_00476,20.36,2,3.0,17.599999999999998,0.6666666666666666,2.0
user_00477,95.87,6,0.0,0.0,0.0,8.0
user_00478,257.93,8,2.0,7.8,0.5,3.0
user_00479,455.82,13,5.0,7.74,0.4,8.0
user_00480,291.71,13,1.0,31.0,0.0,6.0
user_00481,62.03,6,3.0,30.666666666666668,0.6666666666666666,1.0
user_00482,265.93,12,1.0,19.1,0.0,5.0
user_00483,145.75,8,3.0,17.76666666666667,0.6666666666666666,1.0
user_00484,95.11,10,3.0,7.866666666666667,0.6666666666666666,6.0
user_00485,48.23,1,3.0,11.833333333333334,0.3333333333333333,6.0
user_00487,225.31,6,1.0,12.4,1.0,9.0
user_00488,99.55,8,1.0,45.7,0.0,3.0
user_00489,264.02,12,2.0,30.8,1.0,7.0
user_00490,498.24,14,4.0,20.9,1.0,6.0
user_00491,735.62,24,2.0,18.4,0.0,12.0
user_00492,117.59,7,1.0,30.1,0.0,4.0
user_00495,264.36,9,4.0,16.125,1.0,9.0
user_00496,261.63,9,4.0,13.5,0.75,5.0
user_00497,27.84,2,7.0,7.157142857142857,0.42857142857142855,5.0
user_00498,236.73,15,1.0,7.1,0.0,11.0
user_00499,309.54,15,5.0,24.84,0.6,6.0
user_00500,164.14,7,4.0,10.325,0.75,5.0
user_00501,160.98,11,1.0,6.7,1.0,7.0
user_00502,130.16,6,1.0,7.0,1.0,6.0
user_00503,163.38,7,2.0,4.15,0.5,8.0
user_00504,12.44,1,1.0,32.4,1.0,5.0
user_00505,10.37,1,4.0,10.425,0.25,4.0
user_00506,74.57,2,2.0,18.75,1.0,5.0
user_00507,344.26,12,3.0,16.666666666666664,0.3333333333333333,3.0
user_00510,183.26,11,3.0,22.366666666666664,0.0,9.0
user_00511,196.66,10,0.0,0.0,0.0,9.0
user_00512,74.74000000000001,5,3.0,14.633333333333333,0.6666666666666666,9.0
user_00513,360.16,14,2.0,2.3,0.0,3.0
user_00514,251.05,15,1.0,4.7,0.0,3.0
user_00515,481.88,19,2.0,12.3,0.5,4.0
user_00516,335.51,10,6.0,18.766666666666666,0.5,4.0
user_00517,127.72999999999999,8,0.0,0.0,0.0,5.0
user_00518,139.6,7,2.0,19.55,0.0,5.0
user_00519,249.99,9,2.0,15.55,0.0,5.0
user_00520,258.49,9,2.0,39.15,1.0,6.0
user_00521,101.82,7,4.0,25.75,0.75,6.0
user_00522,10.99,1,3.0,20.633333333333336,1.0,8.0
user_00523,558.39,18,3.0,31.46666666666667,0.3333333333333333,8.0
user_00524,342.5,13,2.0,12.5,0.5,5.0
user_00525,325.11,10,3.0,17.866666666666667,0.0,6.0
user_00526,291.03,12,3.0,24.933333333333334,0.6666666666666666,4.0
user_00527,314.79,9,3.0,35.6,0.6666666666666666,2.0
user_00528,545.38,14,1.0,15.8,1.0,2.0
user_00531,370.75,9,3.0,7.966666666666666,1.0,6.0
user_00532,331.1,19,2.0,38.25,0.5,5.0
user_00533,237.5,10,1.0,8.9,1.0,5.0
user_00534,411.68,19,5.0,22.380000000000003,0.4,8.0
user_00535,115.32,6,2.0,9.4,1.0,4.0
user_00536,244.45,13,5.0,24.52,0.6,5.0
user_00537,217.15,12,1.0,7.5,0.0,5.0
user_00539,318.65,10,3.0,28.566666666666666,0.3333333333333333,5.0
user_00540,9.31,1,1.0,13.5,0.0,12.0
user_00542,205.34,8,5.0,20.9,0.4,6.0
user_00543,127.11,11,4.0,7.55,0.5,10.0
user_00544,249.8,10,2.0,23.450000000000003,0.5,7.0
user_00545,189.07,11,5.0,21.86,0.4,8.0
