user_id,timestamp,activity_type,device_type,search_id,search_query,results_returned,clicked_result_position,search_duration_seconds,used_filters,Has Auto Playback,is_clicked,clicked_position
user_00025,2025-08-22 23:59:00,Search,Mobile,search_011044,family movies,72.0,-1.0,37.2,True,0,0,
user_00025,2025-11-24 19:10:00,Search,Mobile,search_003108,thriller series,33.0,-1.0,38.8,True,0,0,
user_00025,2025-02-28 20:20:00,Search,Laptop,search_008947,sci-fi,31.0,-1.0,23.6,False,0,0,
user_00025,2025-12-03 19:26:00,Search,Mobile,search_021607,superhero movies,84.0,-1.0,39.4,True,0,0,
user_00026,2025-01-05 18:12:00,Search,Desktop,search_001341,war movies,49.0,-1.0,15.4,False,0,0,
user_00026,2025-12-08 22:13:00,Search,Tablet,search_000371,netflix originals,7.0,-1.0,7.8,True,0,0,
user_00026,2025-04-12 18:22:00,Search,Mobile,search_016255,halloween movies,85.0,3.0,11.6,True,0,1,3.0
user_00026,2025-04-14 21:21:00,Search,TV,search_016957,war movies,48.0,-1.0,14.2,False,0,0,
user_00026,2025-10-10 22:43:00,Search,Tablet,search_019597,netflix originals,6.0,-1.0,13.1,False,0,0,
user_00027,2025-10-03 21:44:00,Search,Mobile,search_022431,superhero movies,58.0,-1.0,24.7,True,0,0,
user_00028,2025-02-10 20:45:00,Search,TV,search_005894,halloween movies,40.0,-1.0,13.3,False,0,0,
user_00028,2025-02-10 21:28:00,Search,TV,search_005894,halloween movies,40.0,-1.0,13.3,False,0,0,
user_00028,2025-02-11 19:15:00,Search,Mobile,search_013558,true crime,28.0,-1.0,6.5,False,0,0,
user_00028,2025-02-11 19:49:00,Search,Tablet,search_013558,true crime,28.0,-1.0,6.5,False,0,0,
user_00028,2025-04-22 18:05:00,Search,Mobile,search_020023,action movies,46.0,-1.0,7.4,False,0,0,
user_00028,2025-04-22 18:53:00,Search,Mobile,search_020023,action movies,46.0,-1.0,7.4,False,0,0,
user_00029,2025-12-14 20:13:00,Search,Tablet,search_023498,drama series,37.0,9.0,4.0,False,0,1,9.0
user_00029,2025-04-06 22:15:00,Search,Mobile,search_017857,music documentaries,3.0,6.0,18.0,False,0,1,6.0
user_00029,2025-04-06 22:24:00,Search,TV,search_017857,music documentaries,3.0,6.0,18.0,False,0,1,6.0
user_00029,2025-10-15 23:00:00,Search,Tablet,search_013011,action movies,57.0,1.0,15.2,False,0,1,1.0
user_00030,2025-05-30 21:36:00,Search,TV,search_010879,stand up comedy,75.0,7.0,33.4,True,0,1,7.0
user_00031,2025-09-10 18:05:00,Search,Tablet,search_016976,animated shows,73.0,2.0,15.5,False,0,1,2.0
user_00032,2025-05-13 20:00:00,Search,Mobile,search_012988,netflix originals,33.0,9.0,38.5,False,0,1,9.0
user_00032,2025-07-08 22:30:00,Search,Mobile,search_023650,stand up comedy,53.0,6.0,19.5,False,0,1,6.0
user_00032,2025-07-23 19:41:00,Search,Mobile,search_021178,new releases,69.0,6.0,25.7,False,0,1,6.0
user_00032,2025-11-12 18:02:00,Search,TV,search_008080,biographies,65.0,-1.0,9.0,True,0,0,
user_00032,2025-05-28 18:17:00,Search,TV,search_017045,stand up comedy,4.0,10.0,13.2,True,0,1,10.0
user_00033,2025-06-13 18:06:00,Search,TV,search_003348,netflix originals,64.0,-1.0,28.1,False,0,0,
user_00033,2025-12-18 18:27:00,Search,Mobile,search_022179,stand up comedy,11.0,2.0,34.1,False,0,1,2.0
user_00034,2025-06-01 19:20:00,Search,TV,search_023458,romantic comedies,75.0,-1.0,13.4,False,0,0,
user_00035,2025-05-12 21:50:00,Search,TV,search_022127,war movies,27.0,-1.0,45.2,False,0,0,
user_00035,2025-12-07 19:28:00,Search,Tablet,search_018517,comedy shows,13.0,10.0,18.2,True,0,1,10.0
user_00036,2025-04-05 22:29:00,Search,Mobile,search_006310,new releases,39.0,-1.0,4.3,False,0,0,
user_00036,2025-11-02 18:12:00,Search,TV,search_000302,comedy shows,10.0,5.0,42.1,False,0,1,5.0
user_00036,2025-12-17 19:44:00,Search,Tablet,search_002192,horror movies,69.0,2.0,7.6,False,0,1,2.0
user_00036,2025-12-17 20:56:00,Search,TV,search_002192,horror movies,69.0,2.0,7.6,False,0,1,2.0
user_00036,2025-03-14 21:21:00,Search,TV,search_018247,animated shows,84.0,8.0,2.0,False,0,1,8.0
user_00037,2025-10-28 19:49:00,Search,TV,search_011326,stand up comedy,28.0,7.0,17.3,False,0,1,7.0
user_00037,2025-01-09 21:33:00,Search,TV,search_016755,action movies,32.0,-1.0,16.7,False,0,0,
user_00037,2025-10-11 18:21:00,Search,Tablet,search_013414,thriller series,24.0,5.0,4.2,False,0,1,5.0
user_00038,2025-04-02 21:44:00,Search,Desktop,search_009055,trending now,55.0,9.0,4.5,False,0,1,9.0
user_00038,2025-12-26 20:41:00,Search,Mobile,search_023626,travel documentaries,43.0,-1.0,10.0,False,0,0,
user_00038,2025-04-18 19:17:00,Search,Desktop,search_023065,stand up comedy,87.0,-1.0,49.3,False,0,0,
user_00039,2025-08-02 20:49:00,Search,Tablet,search_023707,horror movies,42.0,-1.0,28.1,False,0,0,
user_00039,2025-12-30 18:35:00,Search,Mobile,search_000095,thriller series,82.0,-1.0,14.2,False,0,0,
user_00039,2025-11-26 19:10:00,Search,TV,search_017637,new releases,16.0,-1.0,36.2,False,0,0,
user_00040,2025-11-19 18:28:00,Search,Tablet,search_019974,korean drama,94.0,-1.0,22.8,False,0,0,
user_00041,2025-07-22 21:34:00,Search,Desktop,search_017677,horror movies,31.0,-1.0,6.2,False,0,0,
user_00042,2025-04-13 21:09:00,Search,Mobile,search_020285,drama series,42.0,3.0,24.8,True,0,1,3.0
user_00042,2025-07-16 20:52:00,Search,Laptop,search_008531,war movies,51.0,4.0,0.0,False,0,1,4.0
user_00042,2025-04-14 18:12:00,Search,Tablet,search_022936,halloween movies,5.0,6.0,36.5,False,0,1,6.0
user_00042,2025-06-22 21:45:00,Search,Mobile,search_019290,stand up comedy,29.0,2.0,5.1,False,0,1,2.0
user_00042,2025-10-03 19:42:00,Search,Desktop,search_021158,documentaries,48.0,1.0,21.3,False,0,1,1.0
user_00044,2025-02-17 22:21:00,Search,Tablet,search_001762,comedy shows,39.0,-1.0,18.6,False,0,0,
user_00044,2025-08-09 22:31:00,Search,TV,search_015227,christmas movies,8.0,-1.0,17.9,True,0,0,
user_00044,2025-11-22 19:30:00,Search,Mobile,search_013617,shows with strong female leads,24.0,-1.0,11.2,True,0,0,
user_00045,2025-08-17 22:15:00,Search,Mobile,search_015675,action movies,5.0,-1.0,6.1,False,0,0,
user_00045,2025-09-18 21:17:00,Search,Mobile,search_023407,biographies,82.0,2.0,3.2,False,0,1,2.0
user_00045,2025-09-18 22:42:00,Search,TV,search_023407,biographies,82.0,2.0,3.2,False,0,1,2.0
user_00045,2025-12-02 21:14:00,Search,TV,search_004724,classic movies,53.0,-1.0,20.2,True,0,0,
user_00045,2025-03-28 21:52:00,Search,Tablet,search_000308,trending now,80.0,-1.0,3.9,False,0,0,
user_00046,2025-07-01 19:46:00,Search,TV,search_015286,action movies,30.0,5.0,10.5,True,0,1,5.0
user_00046,2025-12-18 21:06:00,Search,Mobile,search_022041,horror movies,19.0,-1.0,25.9,True,0,0,
user_00047,2025-07-25 22:01:00,Search,TV,search_014979,documentaries,70.0,-1.0,27.0,False,0,0,
user_00047,2025-06-25 21:16:00,Search,TV,search_018015,biographies,14.0,8.0,87.6,False,0,1,8.0
user_00048,2025-05-11 21:50:00,Search,Tablet,search_021387,animated shows,51.0,-1.0,30.6,True,0,0,
user_00048,2025-10-10 21:14:00,Search,TV,search_016509,trending now,80.0,-1.0,0.0,False,0,0,
user_00048,2025-10-11 18:04:00,Search,Mobile,search_000725,comedy shows,45.0,-1.0,15.8,False,0,0,
user_00048,2025-11-06 21:43:00,Search,Mobile,search_017468,award winning documentaries,10.0,-1.0,18.2,True,0,0,
user_00049,2025-02-17 22:24:00,Search,TV,search_018684,biographies,88.0,-1.0,14.4,False,0,0,
user_00049,2025-09-10 19:25:00,Search,Mobile,search_014078,classic movies,60.0,-1.0,15.8,True,0,0,
user_00049,2025-11-07 18:11:00,Search,Mobile,search_010764,travel documentaries,94.0,6.0,14.9,False,0,1,6.0
user_00050,2025-05-25 22:37:00,Search,Desktop,search_012844,classic movies,55.0,-1.0,12.9,True,0,0,
user_00050,2025-08-14 22:29:00,Search,TV,search_014202,classic movies,64.0,9.0,10.0,True,0,1,9.0
user_00050,2025-09-30 22:21:00,Search,Tablet,search_013683,thriller series,100.0,-1.0,9.5,True,0,0,
user_00050,2025-11-10 19:52:00,Search,TV,search_006216,halloween movies,31.0,-1.0,11.9,False,0,0,
user_00051,2025-02-12 20:52:00,Search,Mobile,search_003168,series with only one season,43.0,-1.0,35.6,True,0,0,
user_00051,2025-04-17 20:39:00,Search,Desktop,search_024488,romantic comedies,60.0,1.0,6.1,False,0,1,1.0
user_00052,2025-08-24 20:00:00,Search,Mobile,search_021955,drama series,4.0,6.0,18.6,False,0,1,6.0
user_00053,2025-11-07 21:50:00,Search,TV,search_018147,classic movies,81.0,3.0,17.9,False,0,1,3.0
user_00053,2025-12-24 20:48:00,Search,Tablet,search_000253,classic movies,85.0,2.0,18.6,False,0,1,2.0
user_00054,2025-06-11 21:42:00,Search,Mobile,search_015058,travel documentaries,36.0,-1.0,0.0,False,0,0,
user_00055,2025-06-18 19:58:00,Search,Desktop,search_008031,series with only one season,79.0,-1.0,10.9,False,0,0,
user_00055,2025-10-25 20:58:00,Search,Mobile,search_021586,stand up comedy,99.0,-1.0,34.9,False,0,0,
user_00056,2025-03-28 19:52:00,Search,TV,search_021341,animated shows,63.0,3.0,14.8,False,0,1,3.0
user_00056,2025-03-29 18:20:00,Search,Mobile,search_011229,trending now,72.0,-1.0,45.2,False,0,0,
user_00057,2025-07-05 20:59:00,Search,Mobile,search_000870,music documentaries,23.0,-1.0,13.6,False,0,0,
user_00058,2025-01-11 21:01:00,Search,Mobile,search_009848,thriller series,0.0,10.0,26.7,False,0,1,10.0
user_00058,2025-10-03 19:30:00,Search,Mobile,search_010602,korean drama,58.0,-1.0,13.9,False,0,0,
user_00058,2025-02-02 21:20:00,Search,Mobile,search_021236,christmas movies,16.0,1.0,22.7,False,0,1,1.0
user_00058,2025-09-19 20:30:00,Search,Tablet,search_012138,stand up comedy,46.0,1.0,23.1,False,0,1,1.0
user_00059,2025-06-25 18:33:00,Search,Tablet,search_009083,horror movies,18.0,4.0,22.8,True,0,1,4.0
user_00060,2025-01-30 18:34:00,Search,Mobile,search_024458,music documentaries,14.0,-1.0,20.8,False,0,0,
user_00060,2025-07-07 18:06:00,Search,Mobile,search_009414,biographies,87.0,9.0,25.3,False,0,1,9.0
user_00060,2025-12-17 19:18:00,Search,TV,search_009635,sci-fi,67.0,3.0,54.6,False,0,1,3.0
user_00060,2025-08-03 21:34:00,Search,Laptop,search_013584,true crime,3.0,-1.0,11.2,False,0,0,
user_00060,2025-08-21 18:10:00,Search,Mobile,search_012403,sci-fi,19.0,-1.0,46.2,False,0,0,
user_00061,2025-01-22 20:27:00,Search,TV,search_018100,halloween movies,81.0,7.0,24.3,True,0,1,7.0
user_00061,2025-09-29 19:35:00,Search,Mobile,search_024173,comedy shows,23.0,6.0,39.2,False,0,1,6.0
user_00062,2025-09-02 18:25:00,Search,Desktop,search_000615,sci-fi,60.0,-1.0,43.1,True,0,0,
user_00062,2025-02-25 18:36:00,Search,Mobile,search_016663,true crime,29.0,1.0,14.0,True,0,1,1.0
user_00062,2025-10-08 18:56:00,Search,TV,search_024028,romantic comedies,42.0,10.0,2.2,False,0,1,10.0
user_00062,2025-12-17 22:56:00,Search,Mobile,search_019421,movies like stranger things,16.0,4.0,32.1,False,0,1,4.0
user_00063,2025-04-28 18:23:00,Search,Mobile,search_018217,stand up comedy,42.0,-1.0,15.7,False,0,0,
user_00063,2025-09-29 21:28:00,Search,Tablet,search_020991,true crime,43.0,-1.0,5.4,False,0,0,
user_00063,2025-10-21 20:10:00,Search,Mobile,search_020406,war movies,47.0,7.0,17.6,True,0,1,7.0
user_00063,2025-10-23 22:35:00,Search,Mobile,search_010342,cooking shows,34.0,5.0,7.1,False,0,1,5.0
user_00063,2025-07-27 20:27:00,Search,Mobile,search_006155,superhero movies,61.0,9.0,68.3,False,0,1,9.0
user_00064,2025-06-01 18:10:00,Search,Tablet,search_004445,travel documentaries,6.0,-1.0,0.0,False,0,0,
user_00064,2025-12-08 20:50:00,Search,TV,search_021122,halloween movies,66.0,1.0,11.0,True,0,1,1.0
user_00064,2025-03-11 21:10:00,Search,TV,search_010728,thriller series,97.0,7.0,8.8,False,0,1,7.0
user_00064,2025-10-19 20:56:00,Search,TV,search_012047,cooking shows,98.0,-1.0,5.9,False,0,0,
user_00065,2025-03-15 20:52:00,Search,Mobile,search_017749,netflix originals,79.0,8.0,51.3,True,0,1,8.0
user_00065,2025-05-01 22:35:00,Search,Mobile,search_018452,movies based on true stories,3.0,3.0,24.4,True,0,1,3.0
user_00066,2025-03-05 18:15:00,Search,Tablet,search_008006,christmas movies,37.0,7.0,15.1,False,0,1,7.0
user_00066,2025-08-06 20:19:00,Search,Mobile,search_000738,new releases,80.0,7.0,8.3,True,0,1,7.0
user_00066,2025-09-21 22:59:00,Search,TV,search_017597,best movies 2024,30.0,-1.0,0.0,True,0,0,
user_00066,2025-09-29 19:17:00,Search,Mobile,search_004159,action movies,67.0,4.0,8.1,False,0,1,4.0
user_00066,2025-02-13 22:08:00,Search,TV,search_006595,netflix originals,45.0,8.0,16.1,False,0,1,8.0
user_00066,2025-09-03 19:52:00,Search,Laptop,search_019968,cooking shows,66.0,2.0,9.1,False,0,1,2.0
user_00067,2025-04-16 18:08:00,Search,Mobile,search_021249,horror movies,67.0,-1.0,25.1,False,0,0,
user_00067,2025-09-25 20:40:00,Search,Mobile,search_022385,classic movies,40.0,10.0,11.3,False,0,1,10.0
user_00068,2025-04-27 19:09:00,Search,TV,search_018287,award winning documentaries,50.0,4.0,36.2,True,0,1,4.0
user_00068,2025-12-16 19:15:00,Search,Mobile,search_014121,superhero movies,34.0,-1.0,5.9,False,0,0,
user_00068,2025-01-03 18:37:00,Search,Mobile,search_011348,drama series,33.0,8.0,26.1,False,0,1,8.0
user_00068,2025-09-24 20:47:00,Search,TV,search_014751,animated shows,89.0,-1.0,33.1,False,0,0,
user_00068,2025-09-30 18:09:00,Search,Mobile,search_022611,korean drama,61.0,-1.0,14.8,False,0,0,
user_00069,2025-07-13 18:48:00,Search,Mobile,search_010232,classic movies,2.0,-1.0,2.7,False,0,0,
user_00069,2025-08-17 22:56:00,Search,TV,search_020768,thriller series,31.0,2.0,27.6,False,0,1,2.0
user_00069,2025-06-20 22:37:00,Search,TV,search_006302,romantic comedies,57.0,6.0,41.8,False,0,1,6.0
user_00071,2025-09-15 18:26:00,Search,TV,search_020669,cooking shows,0.0,5.0,17.4,False,0,1,5.0
user_00071,2025-09-16 18:16:00,Search,TV,search_002499,travel documentaries,41.0,9.0,10.4,False,0,1,9.0
user_00071,2025-01-30 19:16:00,Search,Tablet,search_023508,stand up comedy,23.0,-1.0,55.9,False,0,0,
user_00071,2025-11-15 22:59:00,Search,Tablet,search_007561,christmas movies,100.0,-1.0,59.7,False,0,0,
user_00071,2025-12-19 19:42:00,Search,Tablet,search_011813,superhero movies,91.0,10.0,4.8,True,0,1,10.0
user_00072,2025-01-14 18:06:00,Search,Mobile,search_016537,stand up comedy,17.0,4.0,8.3,True,0,1,4.0
user_00072,2025-06-27 21:46:00,Search,Desktop,search_024510,family movies,52.0,-1.0,1.6,False,0,0,
user_00073,2025-03-03 18:45:00,Search,Mobile,search_000316,animated shows,2.0,5.0,19.4,False,0,1,5.0
user_00073,2025-05-11 20:18:00,Search,TV,search_009134,biographies,72.0,10.0,22.0,False,0,1,10.0
user_00073,2025-05-21 19:57:00,Search,Mobile,search_016389,biographies,38.0,-1.0,32.8,True,0,0,
user_00074,2025-08-26 20:57:00,Search,Mobile,search_002545,stand up comedy,18.0,-1.0,20.8,False,0,0,
user_00074,2025-09-02 21:52:00,Search,Desktop,search_023020,movies like stranger things,5.0,-1.0,8.7,False,0,0,
user_00074,2025-09-13 21:08:00,Search,Mobile,search_023361,award winning documentaries,48.0,-1.0,9.6,True,0,0,
user_00075,2025-11-18 22:25:00,Search,TV,search_007384,cooking shows,34.0,5.0,12.2,False,0,1,5.0
user_00076,2025-01-21 18:12:00,Search,Mobile,search_011971,cooking shows,11.0,-1.0,16.3,False,0,0,
user_00076,2025-10-31 20:08:00,Search,Mobile,search_022718,comedy shows,80.0,2.0,24.7,True,0,1,2.0
user_00077,2025-02-10 20:37:00,Search,Mobile,search_001218,netflix originals,7.0,-1.0,18.4,False,0,0,
user_00078,2025-04-11 18:56:00,Search,Tablet,search_022222,music documentaries,97.0,3.0,31.6,False,0,1,3.0
user_00079,2025-02-11 21:49:00,Search,TV,search_008359,animated shows,49.0,4.0,29.4,False,0,1,4.0
user_00080,2025-03-12 22:19:00,Search,Mobile,search_024951,true crime,82.0,8.0,1.2,False,0,1,8.0
user_00080,2025-03-26 20:04:00,Search,Mobile,search_023390,best movies 2024,60.0,-1.0,31.0,False,0,0,
user_00081,2025-08-09 21:04:00,Search,Tablet,search_016710,thriller series,50.0,-1.0,10.9,False,0,0,
user_00082,2025-07-11 20:10:00,Search,Tablet,search_001988,travel documentaries,86.0,-1.0,6.2,True,0,0,
user_00083,2025-09-12 20:10:00,Search,Tablet,search_018664,biographies,10.0,-1.0,19.1,False,0,0,
user_00083,2025-02-24 21:26:00,Search,Tablet,search_008493,romantic comedies,94.0,-1.0,19.8,False,0,0,
user_00083,2025-08-08 20:28:00,Search,Mobile,search_017004,horror movies,8.0,10.0,8.7,False,0,1,10.0
user_00085,2025-02-02 18:34:00,Search,TV,search_017187,classic movies,74.0,-1.0,39.9,False,0,0,
user_00085,2025-03-11 19:32:00,Search,Tablet,search_006815,korean drama,12.0,-1.0,28.9,True,0,0,
user_00085,2025-04-08 18:41:00,Search,Mobile,search_021929,music documentaries,49.0,-1.0,0.0,False,0,0,
user_00086,2025-09-22 18:00:00,Search,Mobile,search_022457,music documentaries,29.0,-1.0,7.6,False,0,0,
user_00086,2025-11-11 20:32:00,Search,TV,search_020880,thriller series,51.0,-1.0,10.2,False,0,0,
user_00087,2025-01-18 22:17:00,Search,Mobile,search_023656,shows with strong female leads,39.0,10.0,10.4,True,0,1,10.0
user_00087,2025-03-17 18:53:00,Search,TV,search_017860,movies like stranger things,7.0,-1.0,9.6,False,0,0,
user_00087,2025-11-05 20:05:00,Search,Mobile,search_023412,shows with strong female leads,21.0,7.0,59.5,False,0,1,7.0
user_00088,2025-08-19 20:22:00,Search,TV,search_000879,cooking shows,73.0,-1.0,18.3,True,0,0,
user_00088,2025-10-31 19:10:00,Search,Laptop,search_009770,thriller series,6.0,6.0,18.4,False,0,1,6.0
user_00089,2025-07-05 22:49:00,Search,TV,search_009728,korean drama,17.0,2.0,18.2,False,0,1,2.0
user_00089,2025-09-09 19:08:00,Search,Laptop,search_004771,animated shows,30.0,2.0,15.9,False,0,1,2.0
user_00089,2025-01-06 20:17:00,Search,Mobile,search_024970,best movies 2024,89.0,-1.0,6.7,True,0,0,
user_00089,2025-06-10 22:02:00,Search,Mobile,search_002914,drama series,70.0,-1.0,17.3,False,0,0,
user_00089,2025-12-11 19:05:00,Search,Mobile,search_022351,biographies,67.0,-1.0,12.0,False,0,0,
user_00090,2025-02-13 18:43:00,Search,TV,search_020429,netflix originals,71.0,3.0,26.1,False,0,1,3.0
user_00090,2025-06-10 21:27:00,Search,TV,search_003306,christmas movies,0.0,3.0,51.6,True,0,1,3.0
user_00091,2025-10-25 20:30:00,Search,Mobile,search_003528,true crime,38.0,1.0,38.9,False,0,1,1.0
user_00091,2025-10-28 19:55:00,Search,Mobile,search_013637,stand up comedy,39.0,-1.0,62.8,True,0,0,
user_00091,2025-01-30 22:39:00,Search,TV,search_005235,documentaries,86.0,-1.0,7.7,False,0,0,
user_00092,2025-07-01 21:44:00,Search,Desktop,search_020101,drama series,85.0,-1.0,35.2,False,0,0,
user_00092,2025-11-28 21:57:00,Search,Mobile,search_005176,netflix originals,9.0,3.0,7.0,False,0,1,3.0
user_00093,2025-03-03 19:14:00,Search,Mobile,search_024800,halloween movies,26.0,8.0,11.0,False,0,1,8.0
user_00093,2025-09-10 21:44:00,Search,TV,search_009627,documentaries,88.0,-1.0,12.2,False,0,0,
user_00093,2025-11-14 21:05:00,Search,Mobile,search_003114,comedy shows,16.0,-1.0,7.6,False,0,0,
user_00094,2025-09-17 20:22:00,Search,Mobile,search_019848,best movies 2024,59.0,-1.0,15.7,False,0,0,
user_00094,2025-12-02 21:30:00,Search,Mobile,search_024049,superhero movies,22.0,-1.0,34.7,False,0,0,
user_00094,2025-09-12 22:18:00,Search,TV,search_013159,family movies,79.0,-1.0,9.7,True,0,0,
user_00096,2025-06-25 20:38:00,Search,Tablet,search_008988,comedy shows,81.0,-1.0,10.5,False,0,0,
